SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
IT1110026,Champlas - Colle Sestriere,3220,,Fiumi alpini con vegetazione riparia erbacea,1.05,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110026,Champlas - Colle Sestriere,8130,,Ghiaioni del Mediterraneo occidentale e termofili,10.5,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110026,Champlas - Colle Sestriere,4060,,Lande alpine e boreali,8.4,D - non significant,,,
IT1110026,Champlas - Colle Sestriere,9420,,Foreste alpine di Larix decidua e/o Pinus cembra,165.9,D - non significant,,,
IT1110026,Champlas - Colle Sestriere,6520,,Praterie montane da fieno,137.55,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110026,Champlas - Colle Sestriere,6170,,Formazioni erbose calcicole alpine e subalpine,418.95,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110026,Champlas - Colle Sestriere,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,1.05,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110027,Boscaglie di Tasso di Giaglione (Val Clarea),8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,4.76,D - non significant,,,
IT1110027,Boscaglie di Tasso di Giaglione (Val Clarea),8220,,Pareti rocciose silicee con vegetazione casmofitica,20.4,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110027,Boscaglie di Tasso di Giaglione (Val Clarea),6230,,"Formazioni erbose a Nardus, ricche di specie, su substrato siliceo delle zone montane (e delle zone submontane dell'Europa continentale)",34.0,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110027,Boscaglie di Tasso di Giaglione (Val Clarea),9420,,Foreste alpine di Larix decidua e/o Pinus cembra,6.8,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT1110027,Boscaglie di Tasso di Giaglione (Val Clarea),9110,,Faggeti del Luzulo-Fagetum,16.8,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110029,Pian della Mussa (Balme),6230,,"Formazioni erbose a Nardus, ricche di specie, su substrato siliceo delle zone montane (e delle zone submontane dell'Europa continentale)",227.46,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),7240,,Formazioni pioniere alpine del Caricion bicoloris-atrofuscae,3.55,A - excellent,C (2% >= p > 0%),C - Average or reduced,A - Excellent
IT1110029,Pian della Mussa (Balme),8340,,Ghiacciai permanenti,238.12,C - significant,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),6520,,Praterie montane da fieno,10.66,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT1110029,Pian della Mussa (Balme),6170,,Formazioni erbose calcicole alpine e subalpine,138.61,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),8110,,Ghiaioni silicei dei piani montano fino a nivale (Androsacetalia alpinae e Galeopsietalia ladani),742.79,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),4060,,Lande alpine e boreali,92.4,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,2.0,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),7230,,Torbiere basse alcaline,3.55,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT1110029,Pian della Mussa (Balme),8220,,Pareti rocciose silicee con vegetazione casmofitica,284.32,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),8210,,Pareti rocciose calcaree con vegetazione casmofitica,188.36,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),9430,,Foreste montane ed subalpine di Pinus uncinata (* su substrato gessoso o calcareo),14.22,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT1110029,Pian della Mussa (Balme),3220,,Fiumi alpini con vegetazione riparia erbacea,3.55,A - excellent,C (2% >= p > 0%),C - Average or reduced,A - Excellent
IT1110029,Pian della Mussa (Balme),6150,,Formazioni erbose boreo-alpine silicicole,209.69,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,3.55,A - excellent,C (2% >= p > 0%),C - Average or reduced,B - Good
IT1110029,Pian della Mussa (Balme),4080,,Boscaglie subartiche di Salix spp.,17.77,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT1110029,Pian della Mussa (Balme),9420,,Foreste alpine di Larix decidua e/o Pinus cembra,110.17,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110029,Pian della Mussa (Balme),6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",46.2,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT1110029,Pian della Mussa (Balme),8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),184.81,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,8210,,Pareti rocciose calcaree con vegetazione casmofitica,57.5,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),187.1,B - good,B (15% >= p > 2%),C - Average or reduced,C - Significant
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,9150,,Faggeti calcicoli dell’Europa centrale del Cephalanthero-Fagion,163.75,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,9260,,Boschi di Castanea sativa,80.0,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",26.25,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,9420,,Foreste alpine di Larix decidua e/o Pinus cembra,11.25,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,62.5,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,6520,,Praterie montane da fieno,0.032,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,25.0,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,9110,,Faggeti del Luzulo-Fagetum,7.5,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",0.128,D - non significant,,,
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),1.25,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110030,Oasi xerotermiche della Val di Susa-Orrido di Chianocco,6240,,Formazioni erbose steppiche sub-pannoniche,164.9,B - good,B (15% >= p > 2%),C - Average or reduced,C - Significant
IT1110031,Valle Thuras,3230,,Fiumi alpini con vegetazione riparia legnosa a Myricaria germanica,0.98,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110031,Valle Thuras,4060,,Lande alpine e boreali,0.98,D - non significant,,,
IT1110031,Valle Thuras,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),30.32,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT1110031,Valle Thuras,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.98,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT1110031,Valle Thuras,6170,,Formazioni erbose calcicole alpine e subalpine,142.79,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT1110031,Valle Thuras,4070,,Boscaglie di Pinus mugo e Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),0.98,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,8210,,Pareti rocciose calcaree con vegetazione casmofitica,252.32,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.98,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT1110031,Valle Thuras,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,3.91,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT1110031,Valle Thuras,9420,,Foreste alpine di Larix decidua e/o Pinus cembra,76.28,D - non significant,,,
IT1110031,Valle Thuras,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),221.03,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,6150,,Formazioni erbose boreo-alpine silicicole,158.3,D - non significant,,,
IT1110031,Valle Thuras,9430,,Foreste montane ed subalpine di Pinus uncinata (* su substrato gessoso o calcareo),137.9,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,6520,,Praterie montane da fieno,48.9,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110031,Valle Thuras,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),1.96,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,7230,,Torbiere basse alcaline,1.96,B - good,C (2% >= p > 0%),B - Good,A - Excellent
IT1110031,Valle Thuras,8130,,Ghiaioni del Mediterraneo occidentale e termofili,14.67,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110031,Valle Thuras,3220,,Fiumi alpini con vegetazione riparia erbacea,15.65,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT1110031,Valle Thuras,6410,,"Praterie con Molinia su terreni calcarei, torbosi o argilloso-limosi (Molinion caeruleae)",0.98,D - non significant,,,
IT1110031,Valle Thuras,4080,,Boscaglie subartiche di Salix spp.,0.98,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,9420,,Foreste alpine di Larix decidua e/o Pinus cembra,848.72,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,6170,,Formazioni erbose calcicole alpine e subalpine,370.8,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,8210,,Pareti rocciose calcaree con vegetazione casmofitica,824.0,C - significant,C (2% >= p > 0%),A - Excellent,B - Good
IT1110032,Pra - Barant,8220,,Pareti rocciose silicee con vegetazione casmofitica,206.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,8110,,Ghiaioni silicei dei piani montano fino a nivale (Androsacetalia alpinae e Galeopsietalia ladani),206.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,3220,,Fiumi alpini con vegetazione riparia erbacea,206.0,D - non significant,,,
IT1110032,Pra - Barant,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),412.0,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110032,Pra - Barant,9110,,Faggeti del Luzulo-Fagetum,57.68,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT1110032,Pra - Barant,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",12.36,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",206.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,9430,,Foreste montane ed subalpine di Pinus uncinata (* su substrato gessoso o calcareo),24.72,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,7240,,Formazioni pioniere alpine del Caricion bicoloris-atrofuscae,4.12,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),4.12,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,6230,,"Formazioni erbose a Nardus, ricche di specie, su substrato siliceo delle zone montane (e delle zone submontane dell'Europa continentale)",206.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110032,Pra - Barant,4060,,Lande alpine e boreali,247.2,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110032,Pra - Barant,6520,,Praterie montane da fieno,206.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110033,Stazioni di Myricaria germanica,91E0,,,0.26,D - non significant,,,
IT1110033,Stazioni di Myricaria germanica,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,44.62,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT1110033,Stazioni di Myricaria germanica,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",46.33,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110033,Stazioni di Myricaria germanica,3230,,Fiumi alpini con vegetazione riparia legnosa a Myricaria germanica,1.32,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT1110034,Laghi di Meugliano e Alice,7150,,Depressioni su substrati torbosi del Rhynchosporion,2.83,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,2.83,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,9260,,Boschi di Castanea sativa,143.48,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",50.66,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,91E0,,,16.13,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT1110034,Laghi di Meugliano e Alice,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",5.66,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",2.83,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110034,Laghi di Meugliano e Alice,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",0.57,D - non significant,,,
IT1110035,Stagni di Poirino - Favari,9160,,Querceti di farnia o rovere subatlantici e dell’Europa centrale del Carpinion betuli,1.84,D - non significant,,,
IT1110035,Stagni di Poirino - Favari,91E0,,,1.84,D - non significant,,,
IT1110035,Stagni di Poirino - Favari,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,1.84,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110036,Lago di Candia,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,182.24,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110036,Lago di Candia,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",6.23,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT1110036,Lago di Candia,9160,,Querceti di farnia o rovere subatlantici e dell’Europa centrale del Carpinion betuli,2.01,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT1110036,Lago di Candia,91E0,,,16.75,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110036,Lago di Candia,7140,,Torbiere di transizione e instabili,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT1110036,Lago di Candia,3260,,Fiumi delle pianure e montani con vegetazione del Ranunculion fluitantis e Callitricho- Batrachion.,0.34,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110038,Col Basset (Sestriere),7140,,Torbiere di transizione e instabili,18.97,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110038,Col Basset (Sestriere),8210,,Pareti rocciose calcaree con vegetazione casmofitica,13.55,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110038,Col Basset (Sestriere),8130,,Ghiaioni del Mediterraneo occidentale e termofili,2.71,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110038,Col Basset (Sestriere),6170,,Formazioni erbose calcicole alpine e subalpine,157.99,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110038,Col Basset (Sestriere),9420,,Foreste alpine di Larix decidua e/o Pinus cembra,11.38,D - non significant,,,
IT1110038,Col Basset (Sestriere),8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),40.65,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110038,Col Basset (Sestriere),4060,,Lande alpine e boreali,22.22,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110039,Rocciamelone,7240,,Formazioni pioniere alpine del Caricion bicoloris-atrofuscae,0.1,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110039,Rocciamelone,8130,,Ghiaioni del Mediterraneo occidentale e termofili,19.66,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110039,Rocciamelone,8210,,Pareti rocciose calcaree con vegetazione casmofitica,302.76,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT1110039,Rocciamelone,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),114.03,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT1110039,Rocciamelone,9420,,Foreste alpine di Larix decidua e/o Pinus cembra,178.91,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110039,Rocciamelone,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.00763,D - non significant,,,
IT1110039,Rocciamelone,9110,,Faggeti del Luzulo-Fagetum,41.29,D - non significant,,,
IT1110039,Rocciamelone,9260,,Boschi di Castanea sativa,5.9,D - non significant,,,
IT1110039,Rocciamelone,6520,,Praterie montane da fieno,0.05,D - non significant,,,
IT1110039,Rocciamelone,6170,,Formazioni erbose calcicole alpine e subalpine,825.72,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110040,Oasi xerotermica di Oulx - Auberge,8310,,Grotte non ancora sfruttate a livello turistico,10.7,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110040,Oasi xerotermica di Oulx - Auberge,91E0,,,3.0,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT1110040,Oasi xerotermica di Oulx - Auberge,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),195.81,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT1110040,Oasi xerotermica di Oulx - Auberge,8130,,Ghiaioni del Mediterraneo occidentale e termofili,40.66,B - good,C (2% >= p > 0%),B - Good,B - Good
IT1110040,Oasi xerotermica di Oulx - Auberge,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,0.8,D - non significant,,,
IT1110040,Oasi xerotermica di Oulx - Auberge,4070,,Boscaglie di Pinus mugo e Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),11.77,D - non significant,,,
